번호,상호,도로명주소,지번주소
8179,데이지헤어,서울 양천구 목동중앙남로4길 4,서울 양천구 목동 767-8
8180,복덩이 복권방,서울 강남구 개포로15길 3-4,서울 강남구 개포동 1240-5
8181,팡팡드림로또,경기 안양시 만안구 안양로223번길 26,경기 안양시 만안구 안양동 448-18
8182,인월로또,전북 남원시 인월로 65-3,전북 남원시 인월면 인월리 252-1
8183,행운복권,인천 부평구 부흥북로 144,인천 부평구 부개동 500-4
8184,호박드림,서울 마포구 독막로 71,서울 마포구 상수동 315-8
8185,좋은복권,경기 고양시 덕양구 행신로 358,경기 고양시 덕양구 행신동 913
8186,천하명당복권방오정점,대전 대덕구 대전로 1066,대전 대덕구 오정동 440-12
8187,비산강변파라디아복권,경북 구미시 신비로 95,경북 구미시 공단동 759
8188,복권방,경북 문경시 모전로 89 ,경북 문경시 모전동 279-6
8189,야단법석,대구 북구 호암로 20,대구 북구 칠성동2가 127
8190,홍대 메카 복권판매점,서울 마포구 와우산로 149,서울 마포구 서교동 327-15
8191,백령로또,인천 옹진군 백령면 백령로278번길 18,인천 옹진군 백령면 진촌리 740-1번지
8192,대도복권,경남 통영시 통영해안로 479,경남 통영시 정량동 159-2
8193,대박로또,전북 부안군 오리정로 105 ,전북 부안군 부안읍 봉덕리 595-3
8194,동충주 명당복권,충북 충주시 용암길 2,충북 충주시 산척면 영덕리 1594-1
8195,부강로또,세종 부강로 34,세종 부강면 부강리 431번지
8196,좋은계란할인점(태산명당복권방),부산 수영구 과정로 58,부산 수영구 망미동 412-12
8197,벧엘,경기 용인시 기흥구 죽전로 6,경기 용인시 기흥구 보정동 1261-3
8198,성화복권방,전남 완도군 개포로114번길 20-3,전남 완도군 완도읍 군내리 1226
8199,보배로또방,부산 사상구 운산로 21,부산 사상구 삼락동 418-8
8200,만년복권방(농협홍삼),대전 서구 만년로67번길 36,대전 서구 만년동 303번지
8201,일산탑복권,경기 고양시 일산서구 일산로 517 ,경기 고양시 일산서구 일산동 1088-1
8202,대박복권,강원 속초시 수복로 58 ,강원 속초시 교동 745-1
8203,금성슈퍼,서울 관악구 난곡로63길 60,서울 관악구 신림동 1484-4
8204,황금돼지로또,세종 한누리대로 201,세종 나성동 715
8205,카페반하나X금샘복권,부산 금정구 금강로 494,부산 금정구 구서동 251-24
8206,국제전자센터 로또판매점,서울 서초구 효령로 304,서울 서초구 서초동 1445-3
8207,복권명당,경북 영덕군 동해대로 4497,경북 영덕군 강구면 오포리 557-5
8208,힐링복권,충남 당진시 신복운로2길 13,충남 당진시 송악읍 복운리 1646-5
8209,수경볼트로또,경남 양산시 고연로 283,경남 양산시 용당동 974-1
8210,행운이있는 복권방,서울 광진구 군자로 173,서울 광진구 군자동 474-33
8211,일등복권방,부산 사상구 주례로10번길 126,부산 사상구 주례동 519-69
8212,방앗간 토스트,부산 부산진구 가야대로482번길 54,부산 부산진구 개금동 554-105
8213,삼호대박로또복권판매점,전남 영암군 대불주거7로 31,전남 영암군 삼호읍 용앙리 1658-1
8214,대박로또,부산 북구 낙동대로1780번길 78,부산 북구 구포동 613-19
8215,산타복권방,경기 안성시 아양1로 77-10 ,경기 안성시 옥산동 598
8216,信부산모바일,부산 동구 수정중로 32 ,부산 동구 수정동 554-5
8217,인동로또판매점 ,경북 구미시 인동북길 111,경북 구미시 인의동 700-5
8218,믿음사,서울 노원구 화랑로 335-2,서울 노원구 월계동 46-3
8219,창창복권,전남 함평군 밀재로 1538-1,전남 함평군 월야면 월야리 1192
8220,후스(Who IS),전북 전주시 덕진구 명륜3길 7-1,전북 전주시 덕진구 덕진동1가 1266-38
8221,로또성지,충남 아산시 어의정로 21,충남 아산시 온천동 581
8222,공단 복권방,서울 구로구 디지털로19길 12,서울 구로구 가리봉동 131-22
8223,복권명당샘골점,경기 안산시 상록구 본오로 20,경기 안산시 상록구 본오동 681
8224,소원 로또복권,부산 부산진구 중앙대로691번가길 21,부산 부산진구 부전동 515-6
8225,인생역전,경기 의정부시 오목로 37,경기 의정부시 용현동 24-6
8226,황금밭복권판매점,서울 종로구 종로3길 44,서울 종로구 청진동 217-4
8227,드림동행복권,서울 금천구 가산디지털2로 135,서울 금천구 가산동 451-1
8228,명품로또,서울 강북구 도봉로71가길 22-2,서울 강북구 수유동 51-9
8229,복돼지 복권방 튀김,서울 금천구 시흥대로114길 19,서울 금천구 독산동 1015-14
8230,터미널로또,전남 영광군 신남로 180 ,전남 영광군 영광읍 신하리 10-1
8231,큰복,서울 강동구 고덕로 380,서울 강동구 상일동 520
8232,드림열쇠복권판매점,전북 전주시 덕진구 송천중앙로 137,전북 전주시 덕진구 송천동1가 474-56
8233,행운누리,경남 밀양시 천태로 55-1,경남 밀양시 삼랑진읍 송지리 156-115
8234,고대복권방,세종 세종로 2516 ,세종 조치원읍 서창리 54-6
8235,로또대박,경기 남양주시 해밀예당3로 91,경기 남양주시 진접읍 금곡리 1076-3
8236,돈벼락맞는곳복권방,부산 사상구 사상로 147,부산 사상구 감전동 107-1
8237,명동열쇠,강원 춘천시 중앙로 57 신한은행,강원 춘천시 중앙로2가 11
8238,우리은행금호동지점앞가판,서울 성동구 장터길 46,서울 성동구 금호동4가 1109번지
8239,명당복권방,경기 용인시 처인구 백암로201번길 15 ,경기 용인시 처인구 백암면 백암리 447-4
8240,중문복권명당,제주 서귀포시 중문관광로 224,제주 서귀포시 중문동 2700
8241,나눔로또,서울 양천구 곰달래로 27 ,서울 양천구 신월동 122-14
8242,에브리로또,부산 북구 시랑로 20,부산 북구 구포동 700-22
8243,골드복권,경북 구미시 송평로 5,경북 구미시 고아읍 문성리 165-2
8244,대한통신,경기 의정부시 청사로 49 금강프라자,경기 의정부시 금오동 470-5
8245,대박복권방,경북 구미시 인동36길 34 ,경북 구미시 진평동 98-6
8246,부자,서울 강서구 곰달래로 216-1,서울 강서구 화곡동 848-20
8247,덩굴유통,부산 서구 까치고개로 202-2 ,부산 서구 아미동2가 67-54
8248,일화로또,대구 남구 중앙대로42길 5,대구 남구 대명동 2008-7
8249,태경,서울 노원구 한글비석로 407,서울 노원구 상계동 169-463
8250,레몬비 방배역점,서울 서초구 방배로 73 양지빌딩,서울 서초구 방배동 981-15
8251,연남숲길,서울 마포구 연남로 41,서울 마포구 연남동 509-14
8252,한독안경원,경북 포항시 북구 중앙로 231,경북 포항시 북구 죽도동 43-9
8253,일등복권,경남 김해시 장유로 358,경남 김해시 신문동 530-8
8254,로또복권,경기 평택시 원평로 55,경기 평택시 평택동 169-3
8255,토큰박스동구청,대구 동구 아양로 195-1,대구 동구 신암동 99-3
8256,대관령복권방,강원 평창군 대관령로 74-4,강원 평창군 대관령면 횡계리 산366-107
8257,민복권,경기 동두천시 지행로 96-14,경기 동두천시 지행동 286-21
8258,제일유통,서울 송파구 중대로9길 27,서울 송파구 가락동 97번지
8259,황금돼지 복권방,전북 익산시 군익로 479-1,전북 익산시 송학동 238-38
8260,복권판매점,인천 미추홀구 석정로 123,인천 미추홀구 숭의동 105-91
8261,해강로또,경기 가평군 가화로 388,경기 가평군 가평읍 마장리 396-22
8262,이천억,경기 군포시 송부로291번안길 7,경기 군포시 부곡동 1140-5
8263,진 복권판매점,경남 창원시 성산구 원이대로393번길 26,경남 창원시 성산구 반지동 68-3
8264,로또명당,인천 남동구 남동대로 900-1,인천 남동구 간석동 208-3
8265,타코칩스,부산 동래구 충렬사로 67,부산 동래구 명장동 25-59
8266,황금로또복권방,경기 화성시 만년로  472,경기 화성시 정남면 발산리 486-1
8267,옆커폰 연산토곡점,부산 연제구 과정로 171-1,부산 연제구 연산동 418-10
8268,GS25봉곡대로로또,경북 구미시 봉곡로 38,경북 구미시 봉곡동 541-5
8269,행운나눔로또,부산 중구 구덕로34번길 4,부산 중구 남포동2가 25-10번지
8270,그린로또복권,충남 금산군 하마전로 56-1,충남 금산군 추부면 마전리 426-11
8271,인생한방,서울 중랑구 용마산로117길 56,서울 중랑구 신내동 494-22
8272,남사복권방,경기 용인시 처인구 처인성로185번길 28,경기 용인시 처인구 남사읍 봉무리 445-4
8273,일등로또,경기 화성시 3.1만세로 543,경기 화성시 장안면 수촌리 419-31
8274,로또복권방,충남 보령시 열린바다로 334-15,충남 보령시 웅천읍 관당리 818-1
8275,수현미니수퍼,서울 강동구 양재대로113길 8 ,서울 강동구 길동 378-9
8276,꿀꾸리 복권판매점,경기 성남시 중원구 금상로 90 ,경기 성남시 중원구 상대원동 768
8277,올댓복권,경기 안산시 상록구 항가울로 239,경기 안산시 상록구 사동 1172-15
8278,성신로또,충남 천안시 서북구 두정역길 42,충남 천안시 서북구 두정동 389-6
8279,하이웨이로또판매점,경기 의왕시 오전로 24 경기남부도로,경기 의왕시 왕곡동 260
8280,해운대 로또토미,부산 해운대구 재송1로 19 재송주택,부산 해운대구 재송동 210-5
8281,스타로또,경남 고성군 남해안대로 2623-9,경남 고성군 고성읍 동외리 125-3
8282,대박명당,경기 양주시 옥정동로5길 6 ,경기 양주시 옥정동 1057-9
8283,소답시내버스매표소,경남 창원시 의창구 의안로2번길 17,경남 창원시 의창구 소답동 114-7번지
8284,빅뱅로또,경기 평택시 서재5길 23,경기 평택시 동삭동 685-1
8285,인천로또,인천 동구 동산로 72-1,인천 동구 송림동 66-34
8286,5가로또레드탑,서울 종로구 종로 222,서울 종로구 종로5가 182-3번지
8287,조화백 갤러리 복권판매점,경기 광명시 도덕공원로 17,경기 광명시 철산동 617
8288,골든돼지,경기 수원시 영통구 매봉로 38,경기 수원시 영통구 매탄동 1202-6
8289,로또는현대마트,서울 용산구 효창원로 40,서울 용산구 신창동 88-2
8290,로또의 신,부산 사상구 백양대로 324 금강철물,부산 사상구 주례동 43-28
8291,신도복권방,경기 의정부시 평화로426번길 53,경기 의정부시 의정부동 399-7
8292,산호로또,대전 서구 계룡로553번안길 37,대전 서구 탄방동 690
8293,봉이네로또,경기 성남시 분당구 서현로210번길 2 성지하이츠텔,경기 성남시 분당구 서현동 245-3
8294,대소IC럭키복권판매점,충북 음성군 대금로 209,충북 음성군 대소면 오류리 605-46
8295,금화농원,부산 동래구 중앙대로 1327 ,부산 동래구 온천동 1436-6
8296,카이로스 커피앤로또,서울 서초구 바우뫼로 31,서울 서초구 우면동 67
8297,하얀꽃집로또,충북 옥천군 관성로 50,충북 옥천군 옥천읍 문정리 386-8
8298,문화마트,경기 광명시 안현로 80,경기 광명시 하안동 26
8299,부엉이복권방,경기 여주시 우암로 40-2,경기 여주시 하동 405-4
8300,복권판매점,서울 은평구 서오릉로 217-2 ,서울 은평구 구산동 339-18
8301,황금로또,경북 경주시 안강중앙로 164 ,경북 경주시 안강읍 산대리 1780-9
8302,LOTTO복권방,대전 서구 문예로 16,대전 서구 탄방동 834
8303,연우로또,인천 계양구 향교로 32-1 ,인천 계양구 계산동 973
8304,해동복권,대구 동구 신암로20길 12,대구 동구 신암동 1192-9
8305,멍냥의 민족 남한산성역점,경기 성남시 수정구 산성대로 423,경기 성남시 수정구 단대동 111-3
8306,다복복권,울산 남구 동산로 72,울산 남구 신정동 1182-25
8307,서원점 로또 복권방,서울 관악구 남부순환로 1680,서울 관악구 신림동 10-621
8308,로또킹,경기 광명시 기아로 46,경기 광명시 소하동 1238
8309,좋은날 복권,인천 미추홀구 토금중로47번길 4,인천 미추홀구 용현동 611-48
8310,5천억로또방,경기 고양시 덕양구 향동1로 13,경기 고양시 덕양구 향동동 435-3
8311,대박예림이네,서울 용산구 만리재로  182,서울 용산구 서계동 232-35
8312,하늘복권판매점,인천 동구 방축로37번길 37,인천 동구 송현동 128-11
8313,천운로또복권방,서울 중랑구 동일로 859,서울 중랑구 묵동 245-6
8314,일등복권방,인천 계양구 임학동로 12,인천 계양구 임학동 70-11
8315,새누리로또복권방,충남 천안시 동남구 원성2교길 2 국산차,충남 천안시 동남구 영성동 133-2
8316,대현시티프라디움 로또,울산 남구 수암로190번길 17,울산 남구 야음동 942
8317,다올로또토토 해운대장산역점,부산 해운대구 세실로 80,부산 해운대구 좌동 1492
8318,행복드림로또판매점,인천 강화군 중앙로 68,인천 강화군 강화읍 남산리 283
8319,세븐일레븐 대천머드로점,충남 보령시 해수욕장9길 2-2,충남 보령시 신흑동 2259-2
8320,연남복권방,서울 마포구 성미산로28길 25 ,서울 마포구 연남동 255-6
8321,동행복권여주도깨비점,경기 여주시 여양로 276,경기 여주시 오학동 303-52
8322,서정리,경남 사천시 곤양로 144,경남 사천시 곤양면 서정리 650-1
8323,골든티켓,인천 남동구 만수서로 23 ,인천 남동구 만수동 107-38
8324,천수상품권 로또판매점,서울 강동구 천호대로 1027,서울 강동구 천호동 454-15
8325,복권판매소,서울 서초구 서초중앙로 113 영한빌딩,서울 서초구 서초동 1575-3
8326,로또판매점(마인),경기 광주시 문화로 105,경기 광주시 경안동 153-1
8327,럭키펀치복권방,경기 수원시 팔달구 매산로 97,경기 수원시 팔달구 교동 201-3
8328,퇴촌꽃길로또,경기 광주시 천진암로 342,경기 광주시 퇴촌면 광동리 182-3
8329,미니상회,서울 동대문구 왕산로 171,서울 동대문구 제기동 652-2번지
8330,복돼지마트,경기 이천시 중부대로 1813 ,경기 이천시 부발읍 신원리 558-15
8331,돈세탁(복권파는세탁편의점),인천 계양구 장제로863번길 40,인천 계양구 임학동 69-28
8332,똥광 로또 복권방,경기 안산시 단원구 화랑로 98,경기 안산시 단원구 원곡동 837
8333,(돈드림)복권 판매점,경기 수원시 권선구 정조로 431-2,경기 수원시 권선구 세류동 1142-7
8334,배방로또1등명당복권방,충남 아산시 북수로25번길 20 ,충남 아산시 배방읍 공수리 286-27
8335,다올로또,경기 안산시 단원구 예술대학로 145,경기 안산시 단원구 고잔동 634-5
8336,지구,서울 중랑구 공릉로 58,서울 중랑구 묵동 308-1
8337,인생식물가게,서울 종로구 삼일대로30길 28,서울 종로구 익선동 137-2
8338,로또 복권 행운,서울 중구 을지로 254,서울 중구 을지로6가 23
8339,행운로또,경남 김해시 장유로301번길 12,경남 김해시 무계동 196-4
8340,만명 로또,경기 고양시 덕양구 청초로 65,경기 고양시 덕양구 덕은동 0
8341,세븐이레븐 용인백암사거리점,경기 용인시 처인구 죽양대로 1172,경기 용인시 처인구 백암면 백암리 252-5
8342,야당역3번출구행운복권방,경기 파주시 송학1길 67-8,경기 파주시 야당동 421-27
8343,윤보,부산 서구 보수대로 93-1,부산 서구 부민동1가 12-6
8344,입면카센타 마트,전남 곡성군 입면로 514,전남 곡성군 입면 창정리 212-14
8345,마카로또,서울 서초구 서초대로 279,서울 서초구 서초동 1716-8
8346,대박,경기 고양시 덕양구 원당로 87 ,경기 고양시 덕양구 주교동 578-2
8347,성산포에서,제주 서귀포시 일출로 284,제주 서귀포시 성산읍 성산리 126-3
8348,황금복권방,강원 인제군 인제로 232 ,강원 인제군 인제읍 상동리 31-4
8349,우리 복권판매점,서울 중랑구 망우로 489,서울 중랑구 망우동 134-8
8350,블루25심봤다복권점,서울 송파구 가락로 64,서울 송파구 석촌동 252-3
8351,송악로또,제주 서귀포시 동일하모로 206-1 팔도상회,제주 서귀포시 대정읍 하모리 1417-4
8352,로또 라이프,인천 연수구 먼우금로 190,인천 연수구 연수동 597-4
8353,일등복권,경북 칠곡군 동명면 금암중앙길 42,경북 칠곡군 동명면 금암리 231-48번지
8354,명당 로또,인천 부평구 경원대로1240번길 6,인천 부평구 부평동 280-3
8355,복권방,서울 서대문구 명지대길 57,서울 서대문구 남가좌동 5-175
8356,평택개성로또판매점,경기 평택시 통복로 47-1 ,경기 평택시 통복동 100-1
8357,신세계로또효천1지구점,광주 남구 효천2로가길 20,광주 남구 임암동 881
8358,LOTTO가맹점,인천 연수구 선학로 101 뉴서울1차아파트,인천 연수구 선학동 352
8359,행운드림,경기 광명시 광명로 855-1,경기 광명시 광명동 294-16
8360,행운 로또방,경기 남양주시 진건오남로 919,경기 남양주시 오남읍 양지리 696-1
8361,드림복권,인천 연수구 신송로118번길 6 송도풍림아이원1단지아파트,인천 연수구 송도동 2-7
8362,은행복권방,경기 시흥시 은계호수로 49,경기 시흥시 은행동 605
8363,지니복권,서울 금천구 금하로 632,서울 금천구 시흥동 883-3
8364,한나마트,경기 고양시 일산서구 일현로 140,경기 고양시 일산서구 탄현동 121
8365,대장,경기 성남시 분당구 판교대장로 1,경기 성남시 분당구 대장동 319-4
8366,씨유 용현희망점,인천 미추홀구 독배로382번길 46,인천 미추홀구 용현동 211-7
8367,십칠,경기 안양시 만안구 현충로 17,경기 안양시 만안구 안양동 426-4
8368,일등로또,전북 부안군 교동1길 53,전북 부안군 부안읍 봉덕리 656-16
8369,로또복권 교동점,강원 속초시 미시령로 3307 씨티프라디움,강원 속초시 교동 1030
8370,제일복권,경남 김해시 장등로19번길 59,경남 김해시 진영읍 진영리 1608-1
8371,미래,광주 남구 대남대로 101,광주 남구 방림동 533-17
8372,꼭돼지복권,서울 강동구 천중로 205,서울 강동구 길동 345-6
8373,이담,경기 안산시 단원구 와동로 92 ,경기 안산시 단원구 와동 117-9
8374,오거리복권방,경기 수원시 권선구 구운로85번길 6 ,경기 수원시 권선구 구운동 921-8
8375,행운복권방,경남 진주시 창렬로 76-1,경남 진주시 상봉동 1098-43
8376,공룡복권방,전남 해남군 남부길 22,전남 해남군 해남읍 남외리 129-15
8377,클로버,전남 나주시 빛가람로 685,전남 나주시 빛가람동 192-3
8378,대길 복권방,서울 영등포구 가마산로71길 9,서울 영등포구 신길동 257-29
8379,수원역로또맛집,경기 수원시 팔달구 덕영대로 907,경기 수원시 팔달구 매산로1가 11-14
8380,린(燐).도깨비 로또645,경기 군포시 고산로211번길 31,경기 군포시 당정동 1004-2
8381,로또명당유천점,대전 중구 계백로1615번길 34,대전 중구 유천동 10
8382,팡팡복권방,경남 창원시 성산구 신촌로 101 양곡상가아파트,경남 창원시 성산구 신촌동 22-3
8383,도로시 로또,경북 포항시 북구 양학천로 69 ,경북 포항시 북구 죽도동 334-51
8384,인생빵터지는로또,경기 안양시 동안구 관악대로 183,경기 안양시 동안구 비산동 379-3
8385,로또판매점,서울 강서구 강서로5나길 109,서울 강서구 화곡동 929-1
8386,복권판매점,부산 동구 고관로 130-2 ,부산 동구 수정동 215-8
8387,로또판매점,경남 창원시 마산합포구 문화북1길 37,경남 창원시 마산합포구 두월동1가 7-2
8388,아름복권방,대구 북구 한강로6길 18,대구 북구 사수동 961
8389,777로또복권방,경기 수원시 팔달구 세지로 405-3,경기 수원시 팔달구 우만동 491-40
8390,황금대박명당,부산 해운대구 재반로 71,부산 해운대구 재송동 1117-32
8391,명당,경기 남양주시 수레로 10 ,경기 남양주시 와부읍 덕소리 480-5
8392,역전복권방&휴대폰,강원 태백시 광장로 17,강원 태백시 황지동 273-6
8393,황금로또,경기 여주시 청심로 24,경기 여주시 하동 416-3
8394,행운나르미,대구 수성구 달구벌대로645길 20-4,대구 수성구 신매동 270-6
8395,하이오 구서점,부산 금정구 금정로233번길 39,부산 금정구 구서동 415-112
8396,조은안경원,부산 연제구 아시아드대로 84,부산 연제구 거제동 1477-6
8397,에스지(SG)건강유통,인천 남동구 호구포로 751,인천 남동구 구월동 1235-8
8398,일등약국,광주 북구 양산택지로 55,광주 북구 양산동 722
8399,녹번역점 로또,서울 은평구 은평로 219-1,서울 은평구 녹번동 233
8400,천안아산복권방,충남 아산시 광장로 177-10,충남 아산시 배방읍 장재리 1758
8401,나도 복권,서울 송파구 바람드리길 15,서울 송파구 풍납동 88-77
8402,찐대박복권방,경기 부천시 삼작로 110,경기 부천시 내동 10
8403,복돼지복권,부산 금정구 부곡로 93,부산 금정구 부곡동 325-4
8404,인주로또휴게소,충남 아산시 서해로 490,충남 아산시 인주면 신성리 185-108
8405,금강양품,경기 여주시 여양로 1469 ,경기 여주시 대신면 율촌리 339-12
8406,골든볼로또 복권판매점,서울 서초구 서초대로 331,서울 서초구 서초동 1689-1
8407,판교명당,경기 성남시 분당구 운중로 129,경기 성남시 분당구 운중동 963
8408,왕대박(원평점),경북 구미시 선산대로 183 ,경북 구미시 지산동 87-2
8409,트리플에이커피 대구각산역점,대구 동구 동호로 69,대구 동구 동호동 375-4
8410,천하명당,서울 강북구 삼양로 512,서울 강북구 수유동 279-60
8411,천운,서울 강북구 삼양로 587-1,서울 강북구 우이동 68-1
8412,메가로또,인천 남동구 인하로 629,인천 남동구 구월동 1517-2
8413,다온복권판매점,인천 계양구 계양산로 152,인천 계양구 임학동 35-1
8414,삼형제 복권,경기 용인시 처인구 백옥대로 1884,경기 용인시 처인구 포곡읍 삼계리 102-1
8415,히트,광주 서구 동천로18번길 8 ,광주 서구 동천동 523
8416,우정복권방,경기 광명시 너부대로 40,경기 광명시 광명동 211-1
8417, 복권명가 담경,경기 성남시 중원구 은이로 12,경기 성남시 중원구 은행동 1547
8418,성정꿈이룸복권방,충남 천안시 서북구 선영5길 43,충남 천안시 서북구 성정동 111-70
8419,복권명당 샘,대구 동구 율하동로 36,대구 동구 율하동 1482
8420,올래복권,충북 충주시 중원대로 4102,충북 충주시 대소원면 만정리 535
8421,6/45 로또,서울 강동구 아리수로93가길 87,서울 강동구 강일동 215
8422,일등복권,충북 청주시 청원구 향군로 68,충북 청주시 청원구 우암동 353-6
8423,나눔로또CU목상점,대전 대덕구 대덕대로1448번길 71,대전 대덕구 목상동 863-1
8424,으뜸원복권,경기 수원시 팔달구 인계로166번길 48-21,경기 수원시 팔달구 인계동 1119
8425,소새울로또복권,경기 부천시 소사구 소사로 125,경기 부천시 소사구 소사본동 318-10
8426,전곡삼일가구,경기 연천군 전곡로 187 ,경기 연천군 전곡읍 은대리 565-3
8427,천금로또,경북 청도군 금천로 81 ,경북 청도군 금천면 동곡리 648-1
8428,남산로또,서울 용산구 신흥로20길 38,서울 용산구 후암동 409-169
8429,로또판매점,부산 사하구 승학로284번길 42,부산 사하구 괴정동 252
8430,복권판매점,경기 김포시 봉화로 38,경기 김포시 사우동 213-6
8431,로또복권,인천 부평구 열우물로50번길 9-2,인천 부평구 십정동 397-20번지
8432,행복로또,경기 오산시 경기대로 703,경기 오산시 내삼미동 575
8433,한솔제지 오거리로또,충남 천안시 동남구 행정길 9,충남 천안시 동남구 광덕면 행정리 50-3
8434,복음로또,전남 장성군 사창로 64,전남 장성군 삼계면 사창리 398번지
8435,이마트24군산시립도서관점,전북 군산시 서수송안1길 12,전북 군산시 나운동 1536-7
8436,에이티 칠오커피(AT 75 Coffee),대구 남구 대봉로 75,대구 남구 봉덕동 960-7
8437,도토리 복권판매점,부산 동래구 시실로 211-2,부산 동래구 명장동 22-19
8438,나만을 위한 코디,대구 남구 대경길 42,대구 남구 대명동 3032-5
8439,우리복권방,전북 군산시 하신재길 28 ,전북 군산시 문화동 915-9
8440,대박로또,대구 달서구 성당로 297-2,대구 달서구 두류동 776-18
8441,희망로또,제주 제주시 동화로1길  9,제주 제주시 화북일동 10-2
8442,조이복권,경기 안성시 미양로  129,경기 안성시 미양면 개정리 350-7
8443,명당복권방,서울 강동구 양재대로124길 57,서울 강동구 길동 330-10
8444,미카엘복권방,경기 안산시 단원구 선부광장1로 166,경기 안산시 단원구 선부동 1071-9
8445,행운복권방,경기 안성시 서동대로 7184,경기 안성시 일죽면 월정리 718-1
8446,부자되는복권방,대구 달서구 성당로 193 ,대구 달서구 성당동 54-12
8447,동행복권,서울 금천구 독산로 171 다복타운,서울 금천구 독산동 1044-10
8448,행운복권방,광주 남구 봉선로 28,광주 남구 주월동 1158-12
8449,복돼지복권방,경기 안양시 동안구 관평로79번길 14,경기 안양시 동안구 평촌동 909-5
8450,골든벨 복권판매점,인천 미추홀구 경인로 372,인천 미추홀구 주안동 0
8451,노다지복권방,전남 영광군 천년로 12-1,전남 영광군 염산면 봉남리 992-84
8452,명당로또판매점,경기 화성시 수기웃말길 45,경기 화성시 봉담읍 수기리 1-164
8453,1등을 꿈꾸는 로또매니아,경기 화성시 가장로 263,경기 화성시 정남면 고지리 158-1
8454,명성복권방,서울 강동구 암사길 37,서울 강동구 암사동 472-21
8455,로또 판매점,경기 포천시 호국로 922 ,경기 포천시 선단동 529-4
8456,대박복권&크로플박사,서울 영등포구 도신로 119,서울 영등포구 도림동 138-41
8457,큰대박로또,부산 서구 구덕로 165,부산 서구 아미동1가 21-3
8458,일등명당건건점,경기 안산시 상록구 건건로 95,경기 안산시 상록구 건건동 550-5
8459,만조복권,서울 구로구 고척로 235 ,서울 구로구 고척동 194-4
8460,현도 삼거리,충북 청주시 서원구 청남로 355,충북 청주시 서원구 현도면 선동리 502-5
8461,행복드림,서울 강남구 테헤란로4길 46,서울 강남구 역삼동 826-37
8462,승원 롯또 판매,경남 창원시 의창구 천주로 506,경남 창원시 의창구 북면 화천리 126-1
8463,해피로또,인천 서구 가정로223번길 28,인천 서구 석남동 532
8464,무성서원복권,전북 정읍시 무성길 8,전북 정읍시 칠보면 무성리 290
8465,천운 복권 판매,경기 김포시 김포한강4로 543,경기 김포시 구래동 6879-5
8466,구원로또,서울 강서구 양천로 713,서울 강서구 염창동 252-16
8467,행운로또판매점,전남 목포시 용당로216번길 1,전남 목포시 용당동 1082-30
8468,시우역 로또 복권방,경기 안산시 단원구 동산로 60,경기 안산시 단원구 원시동 777-6
8469,복드림공인중개사사무소,경기 수원시 권선구 경수대로54번길 42,경기 수원시 권선구 곡반정동 605-10
8470,복권명당,경북 구미시 상사동로 163-8 ,경북 구미시 사곡동 663-6
8471,로또 계룡에스파,충남 계룡시 대실남북3길 16,충남 계룡시 두마면 농소리 971
8472,기쁨복권,경기 군포시 고산로 695,경기 군포시 산본동 1060
8473,황금복권방,전남 보성군 중앙로 73-1,전남 보성군 보성읍 보성리 863-4
8474,대박나라복권방,전북 익산시 고현로 58,전북 익산시 모현동1가 244-5
8475,대박운때복권방,인천 부평구 시장로 58,인천 부평구 부평동 150-4
8476,로또디온리블루,경북 구미시 인동46길 9,경북 구미시 구평동 463-5
8477,프로통신,인천 남동구 구월로 366,인천 남동구 만수동 948-3번지
8478,안지행운복권,대구 남구 대명로 176,대구 남구 대명동 812-1
8479,제주탑기프트,제주 서귀포시 칠십리로 139,제주 서귀포시 서귀동 71-9
8480,더리치,경기 시흥시 배미골길 4,경기 시흥시 목감동 418-3
8481,로또명당 미라클,경기 성남시 수정구 대왕판교로982번길 1-1,경기 성남시 수정구 고등동 416-1
8482,루루사진관,인천 계양구 굴재방터길 27,인천 계양구 귤현동 504-2
8483,나이스복권방,경기 성남시 분당구 동판교로 58,경기 성남시 분당구 백현동 602
8484,이레슈퍼,서울 도봉구 해등로 133,서울 도봉구 창동 715-29
8485,스마일로또,충북 제천시 신죽하로 83-11,충북 제천시 장락동 591-15
8486,복명당복권방,경기 수원시 권선구 탑동로 64-1,경기 수원시 권선구 탑동 757-3
8487,일등로또복권,경기 성남시 수정구 성남대로 1223 ,경기 성남시 수정구 수진동 4551
8488,샘물로또,경기 화성시 시청로 219,경기 화성시 남양읍 남양리 2002
8489,코끼리 로또,대구 달성군 비슬로 2490,대구 달성군 화원읍 명곡리 213
8490,동행복권(황금돼지),경기 용인시 처인구 오포로 94,경기 용인시 처인구 모현읍 능원리 15-6
8491,마이더스로또복권방,경남 창원시 마산회원구 3·15대로 756,경남 창원시 마산회원구 합성동 267
8492,만천황금로또,강원 춘천시 후석로326번길 9,강원 춘천시 후평동 457-4
8493,봄,울산 북구 산하중앙2로 260,울산 북구 산하동 산59-1
8494,나도일등고성점,대구 북구 옥산로 98-1,대구 북구 고성동3가 21-8
8495,에스 25,경기 안산시 단원구 삼일로 401,경기 안산시 단원구 와동 736-1
8496,전국구로또복권방,전북 전주시 완산구 장승배기로 397,전북 전주시 완산구 동서학동 256-11
8497,안양명당,경기 안양시 만안구 안양로 419,경기 안양시 만안구 안양동 836-25
